Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
985,22,5,1,11,General Petite,Jackets,Jackets
1059,31,5,1,0,General,Bottoms,Pants
1110,22,4,1,0,General Petite,Dresses,Dresses
1081,42,2,0,20,General Petite,Dresses,Dresses
1024,61,4,1,11,General,Bottoms,Jeans
1087,30,2,0,7,General,Dresses,Dresses
828,47,5,1,3,General,Tops,Blouses
5,39,5,1,0,General,Tops,Sweaters
1110,39,5,1,23,General,Dresses,Dresses
1092,48,5,1,2,General,Dresses,Dresses
1059,27,5,1,0,General,Bottoms,Pants
940,40,4,1,8,General Petite,Tops,Sweaters
828,42,4,1,7,General,Tops,Blouses
1110,35,2,0,2,General,Dresses,Dresses
828,52,1,0,0,General,Tops,Blouses
1081,34,3,1,6,General Petite,Dresses,Dresses
1081,35,4,0,2,General Petite,Dresses,Dresses
1081,42,5,1,15,General Petite,Dresses,Dresses
1033,49,5,1,7,General Petite,Bottoms,Jeans
1080,56,4,1,11,General,Dresses,Dresses
860,39,2,0,0,General,Tops,Knits
1081,32,3,0,0,General Petite,Dresses,Dresses
1081,37,5,1,0,General Petite,Dresses,Dresses
862,42,5,1,0,General Petite,Tops,Knits
1081,39,3,0,0,General Petite,Dresses,Dresses
1081,26,4,1,11,General Petite,Dresses,Dresses
862,38,5,1,0,General Petite,Tops,Knits
1081,27,5,1,0,General Petite,Dresses,Dresses
860,26,5,1,0,General,Tops,Knits
1145,37,3,1,0,General,Trend,Trend
984,47,4,1,1,General Petite,Jackets,Jackets
1084,25,5,1,0,General,Dresses,Dresses
862,38,5,1,0,General Petite,Tops,Knits
862,40,5,1,0,General Petite,Tops,Knits
1084,31,4,1,2,General,Dresses,Dresses
1033,42,5,1,4,General Petite,Bottoms,Jeans
1110,42,2,0,2,General,Dresses,Dresses
1081,43,4,1,0,General Petite,Dresses,Dresses
862,47,5,1,15,General Petite,Tops,Knits
862,46,5,1,0,General Petite,Tops,Knits
900,30,3,1,1,General Petite,Tops,Fine gauge
862,48,5,1,2,General Petite,Tops,Knits
984,68,5,1,1,General Petite,Jackets,Jackets
1145,32,4,1,5,General,Trend,Trend
1145,63,3,1,0,General,Trend,Trend
868,48,4,1,1,General,Tops,Knits
862,41,5,1,4,General Petite,Tops,Knits
860,66,3,1,0,General,Tops,Knits
1084,36,5,1,4,General,Dresses,Dresses
1080,41,2,0,7,General,Dresses,Dresses
868,43,2,0,4,General,Tops,Knits
862,42,5,1,5,General Petite,Tops,Knits
862,42,5,1,0,General Petite,Tops,Knits
1081,49,4,1,0,General Petite,Dresses,Dresses
862,63,5,1,1,General Petite,Tops,Knits
1033,30,5,1,3,General Petite,Bottoms,Jeans
1081,46,4,1,0,General Petite,Dresses,Dresses
862,32,5,1,1,General,Tops,Knits
862,55,5,1,2,General,Tops,Knits
1033,47,4,1,3,General Petite,Bottoms,Jeans
868,65,5,1,9,General,Tops,Knits
1081,62,3,1,1,General Petite,Dresses,Dresses
1081,37,5,1,0,General Petite,Dresses,Dresses
1081,65,4,1,10,General Petite,Dresses,Dresses
1081,52,4,1,0,General Petite,Dresses,Dresses
1081,64,5,1,2,General Petite,Dresses,Dresses
900,54,4,1,2,General Petite,Tops,Fine gauge
1081,55,4,1,1,General Petite,Dresses,Dresses
862,51,5,1,0,General Petite,Tops,Knits
984,52,5,1,0,General Petite,Jackets,Jackets
850,54,5,1,10,General,Tops,Blouses
609,31,4,1,0,Initmates,Intimate,Layering
850,35,5,1,2,General,Tops,Blouses
873,60,5,1,11,General,Tops,Knits
850,35,5,1,2,General,Tops,Blouses
880,40,4,1,1,General,Tops,Knits
873,57,4,1,3,General,Tops,Knits
873,48,5,1,2,General,Tops,Knits
850,39,5,1,0,General,Tops,Blouses
873,61,5,1,2,General,Tops,Knits
880,50,4,1,0,General,Tops,Knits
850,22,5,1,1,General,Tops,Blouses
880,45,5,1,0,General,Tops,Knits
880,46,4,1,0,General,Tops,Knits
850,61,5,1,12,General,Tops,Blouses
880,47,5,1,1,General,Tops,Knits
494,38,3,0,5,General,Bottoms,Shorts
138,35,5,1,5,Initmates,Intimate,Lounge
873,22,4,1,7,General,Tops,Knits
494,37,5,1,0,General,Bottoms,Shorts
881,44,4,1,5,General Petite,Tops,Knits
881,29,5,1,0,General Petite,Tops,Knits
864,35,4,1,3,General,Tops,Knits
864,49,4,1,0,General,Tops,Knits
609,31,5,1,2,Initmates,Intimate,Layering
864,64,5,1,1,General,Tops,Knits
850,38,5,1,0,General,Tops,Blouses
850,40,5,1,0,General,Tops,Blouses
880,28,3,0,0,General,Tops,Knits
850,39,5,1,0,General,Tops,Blouses
829,55,5,1,1,General,Tops,Blouses
829,65,4,1,1,General,Tops,Blouses
829,38,5,1,10,General,Tops,Blouses
1081,20,4,1,8,General Petite,Dresses,Dresses
829,46,3,1,2,General,Tops,Blouses
829,63,4,1,2,General,Tops,Blouses
872,52,2,0,3,General Petite,Tops,Knits
1081,69,5,1,0,General Petite,Dresses,Dresses
829,55,1,0,1,General,Tops,Blouses
927,34,5,1,1,General Petite,Tops,Sweaters
1202,31,5,1,0,General Petite,Dresses,Dresses
872,43,2,0,6,General Petite,Tops,Knits
1081,32,4,1,1,General Petite,Dresses,Dresses
1081,36,5,1,1,General Petite,Dresses,Dresses
1202,45,3,1,1,General Petite,Dresses,Dresses
1056,30,3,0,0,General Petite,Bottoms,Pants
927,62,5,1,3,General Petite,Tops,Sweaters
927,36,3,0,0,General Petite,Tops,Sweaters
360,57,5,1,0,Initmates,Intimate,Lounge
1056,43,4,1,0,General Petite,Bottoms,Pants
1202,30,5,1,0,General Petite,Dresses,Dresses
1202,28,4,1,0,General Petite,Dresses,Dresses
829,53,1,1,0,General,Tops,Blouses
1202,44,3,1,2,General Petite,Dresses,Dresses
829,41,5,1,1,General,Tops,Blouses
836,30,5,1,0,General,Tops,Blouses
829,36,5,1,6,General,Tops,Blouses
1033,37,4,1,0,General Petite,Bottoms,Jeans
829,53,5,1,5,General,Tops,Blouses
829,56,5,1,1,General,Tops,Blouses
862,44,5,1,0,General,Tops,Knits
829,45,5,1,6,General,Tops,Blouses
360,37,5,1,6,Initmates,Intimate,Lounge
829,32,5,1,1,General,Tops,Blouses
1056,44,4,1,17,General,Bottoms,Pants
1033,32,5,1,0,General Petite,Bottoms,Jeans
1056,42,4,1,6,General,Bottoms,Pants
836,58,5,1,7,General,Tops,Blouses
862,61,3,0,2,General,Tops,Knits
829,46,5,1,4,General,Tops,Blouses
1081,46,5,1,1,General,Dresses,Dresses
829,33,2,0,1,General,Tops,Blouses
1081,65,5,1,1,General,Dresses,Dresses
1033,42,5,1,8,General,Bottoms,Jeans
829,48,5,1,0,General,Tops,Blouses
927,35,5,1,1,General Petite,Tops,Sweaters
943,43,3,1,5,General,Tops,Sweaters
862,53,3,0,0,General,Tops,Knits
862,55,4,1,2,General,Tops,Knits
829,24,5,1,2,General,Tops,Blouses
1202,48,4,1,0,General Petite,Dresses,Dresses
360,37,3,1,6,Initmates,Intimate,Lounge
1033,47,4,1,0,General,Bottoms,Jeans
1081,57,5,1,0,General,Dresses,Dresses
1081,48,5,1,1,General,Dresses,Dresses
836,42,5,1,0,General,Tops,Blouses
1081,43,5,1,0,General,Dresses,Dresses
1202,65,5,1,1,General Petite,Dresses,Dresses
829,32,5,1,4,General,Tops,Blouses
1081,68,3,0,2,General,Dresses,Dresses
1202,55,5,1,0,General Petite,Dresses,Dresses
836,65,4,1,4,General,Tops,Blouses
1033,48,3,0,1,General,Bottoms,Jeans
1202,32,5,1,0,General Petite,Dresses,Dresses
1056,43,5,1,4,General,Bottoms,Pants
872,28,5,1,0,General Petite,Tops,Knits
829,28,5,1,1,General,Tops,Blouses
836,30,5,1,0,General,Tops,Blouses
836,25,4,1,1,General,Tops,Blouses
829,25,5,1,6,General,Tops,Blouses
1056,50,5,1,0,General,Bottoms,Pants
829,38,3,0,0,General,Tops,Blouses
360,48,5,1,0,Initmates,Intimate,Lounge
927,35,5,1,0,General Petite,Tops,Sweaters
829,58,5,1,1,General,Tops,Blouses
1081,48,5,1,6,General,Dresses,Dresses
902,25,2,0,0,General,Tops,Fine gauge
881,34,5,1,5,General Petite,Tops,Knits
1119,57,5,1,2,General Petite,Jackets,Jackets
866,40,4,1,0,General,Tops,Knits
866,52,4,1,0,General,Tops,Knits
902,58,5,1,5,General,Tops,Fine gauge
854,45,5,1,2,General Petite,Tops,Knits
1110,29,5,1,0,General,Dresses,Dresses
902,25,4,1,3,General,Tops,Fine gauge
866,46,4,1,0,General,Tops,Knits
854,37,4,1,2,General Petite,Tops,Knits
1072,43,4,1,0,General,Dresses,Dresses
964,51,3,1,5,General,Jackets,Jackets
1075,60,5,1,1,General,Dresses,Dresses
1111,24,5,1,1,General,Dresses,Dresses
1110,38,4,1,9,General,Dresses,Dresses
902,44,2,0,0,General,Tops,Fine gauge
902,62,5,1,0,General,Tops,Fine gauge
902,28,3,0,0,General,Tops,Fine gauge
593,23,5,1,0,General,Trend,Trend
1110,41,4,1,0,General,Dresses,Dresses
964,46,5,1,15,General,Jackets,Jackets
866,26,5,1,0,General,Tops,Knits
1111,27,4,1,17,General,Dresses,Dresses
1111,39,2,0,3,General,Dresses,Dresses
1110,41,3,1,0,General,Dresses,Dresses
1110,39,2,0,1,General,Dresses,Dresses
866,40,5,1,0,General,Tops,Knits
841,28,1,0,2,General,Tops,Blouses
964,31,5,1,0,General,Jackets,Jackets
866,49,3,1,0,General,Tops,Knits
1015,51,5,1,0,General Petite,Bottoms,Skirts
1072,50,5,1,1,General,Dresses,Dresses
964,25,5,1,0,General,Jackets,Jackets
1072,59,5,1,0,General,Dresses,Dresses
902,36,5,1,0,General,Tops,Fine gauge
1072,61,3,1,1,General,Dresses,Dresses
1111,54,5,1,1,General,Dresses,Dresses
854,61,4,1,0,General,Tops,Knits
964,30,5,1,11,General,Jackets,Jackets
964,30,5,1,0,General,Jackets,Jackets
866,39,1,0,0,General,Tops,Knits
902,47,1,0,13,General,Tops,Fine gauge
593,42,3,0,6,General,Trend,Trend
1110,38,3,1,1,General,Dresses,Dresses
854,48,2,0,0,General,Tops,Knits
872,35,3,0,8,General Petite,Tops,Knits
938,35,3,0,17,General Petite,Tops,Sweaters
937,36,5,1,0,General,Tops,Sweaters
938,44,5,1,0,General Petite,Tops,Sweaters
993,56,5,1,0,General Petite,Bottoms,Skirts
831,47,5,1,0,General,Tops,Blouses
938,33,5,1,0,General Petite,Tops,Sweaters
938,62,4,1,1,General Petite,Tops,Sweaters
872,57,4,1,2,General Petite,Tops,Knits
938,37,5,1,0,General Petite,Tops,Sweaters
938,39,4,1,1,General Petite,Tops,Sweaters
831,38,5,1,0,General,Tops,Blouses
938,46,4,1,0,General Petite,Tops,Sweaters
872,46,4,1,0,General Petite,Tops,Knits
1059,65,1,0,0,General,Bottoms,Pants
872,41,2,0,0,General Petite,Tops,Knits
385,39,5,1,0,Initmates,Intimate,Intimates
1024,54,5,1,1,General,Bottoms,Jeans
938,49,5,1,0,General Petite,Tops,Sweaters
938,46,4,1,0,General Petite,Tops,Sweaters
872,47,4,1,0,General Petite,Tops,Knits
385,39,3,0,1,Initmates,Intimate,Intimates
985,35,4,1,4,General Petite,Jackets,Jackets
993,52,5,1,0,General Petite,Bottoms,Skirts
77,34,5,1,0,Initmates,Intimate,Legwear
1092,45,2,0,10,General,Dresses,Dresses
984,38,5,1,2,General,Jackets,Jackets
938,25,5,1,2,General Petite,Tops,Sweaters
872,40,5,1,0,General Petite,Tops,Knits
993,42,5,1,0,General Petite,Bottoms,Skirts
872,42,4,1,5,General Petite,Tops,Knits
937,66,5,1,3,General,Tops,Sweaters
937,37,5,1,1,General,Tops,Sweaters
871,26,5,1,4,General,Tops,Knits
938,48,5,1,0,General Petite,Tops,Sweaters
938,65,5,1,0,General Petite,Tops,Sweaters
938,31,1,0,0,General Petite,Tops,Sweaters
984,55,5,1,4,General,Jackets,Jackets
872,35,3,1,0,General Petite,Tops,Knits
1059,26,5,1,1,General,Bottoms,Pants
872,33,3,0,5,General Petite,Tops,Knits
1059,36,5,1,0,General,Bottoms,Pants
246,55,2,0,1,Initmates,Intimate,Swim
984,56,5,1,1,General,Jackets,Jackets
1059,65,5,1,16,General,Bottoms,Pants
1059,23,5,1,0,General,Bottoms,Pants
938,34,4,1,0,General Petite,Tops,Sweaters
938,57,5,1,2,General Petite,Tops,Sweaters
993,30,5,1,0,General Petite,Bottoms,Skirts
1059,44,4,1,1,General,Bottoms,Pants
938,60,4,1,0,General Petite,Tops,Sweaters
1059,50,5,1,5,General,Bottoms,Pants
1059,52,5,1,5,General,Bottoms,Pants
832,27,5,1,1,General,Tops,Blouses
1003,44,5,1,0,General Petite,Bottoms,Skirts
1082,28,4,1,0,General,Dresses,Dresses
1082,57,5,1,1,General,Dresses,Dresses
1082,56,4,1,10,General,Dresses,Dresses
1082,32,4,1,0,General,Dresses,Dresses
862,53,5,1,2,General,Tops,Knits
1144,51,4,1,0,General,Trend,Trend
1082,46,5,1,0,General,Dresses,Dresses
1082,39,4,1,25,General,Dresses,Dresses
1082,26,5,1,1,General,Dresses,Dresses
1082,73,2,0,0,General,Dresses,Dresses
832,23,4,1,1,General,Tops,Blouses
676,40,3,1,4,General,Bottoms,Shorts
1003,60,5,1,0,General Petite,Bottoms,Skirts
1082,41,5,1,3,General,Dresses,Dresses
1082,28,5,1,0,General,Dresses,Dresses
1144,34,5,1,2,General,Trend,Trend
1082,30,5,1,0,General,Dresses,Dresses
1038,49,3,0,1,General,Bottoms,Jeans
1036,33,4,1,0,General,Bottoms,Jeans
1082,66,2,0,8,General,Dresses,Dresses
1082,45,4,1,0,General,Dresses,Dresses
1082,40,5,1,0,General,Dresses,Dresses
1082,26,5,1,0,General,Dresses,Dresses
1038,23,5,1,0,General,Bottoms,Jeans
1082,40,4,1,0,General,Dresses,Dresses
676,46,3,1,1,General,Bottoms,Shorts
1082,43,5,1,0,General,Dresses,Dresses
1082,44,3,1,1,General,Dresses,Dresses
676,31,5,1,1,General,Bottoms,Shorts
1082,37,5,1,51,General,Dresses,Dresses
1082,43,5,1,0,General,Dresses,Dresses
676,44,5,1,1,General,Bottoms,Shorts
862,44,4,1,2,General,Tops,Knits
1082,62,5,1,0,General,Dresses,Dresses
676,33,4,1,0,General,Bottoms,Shorts
832,64,5,1,0,General,Tops,Blouses
1082,31,3,1,19,General,Dresses,Dresses
1082,63,5,1,0,General,Dresses,Dresses
1038,40,5,1,0,General,Bottoms,Jeans
676,46,5,1,0,General,Bottoms,Shorts
895,20,5,1,0,General Petite,Tops,Fine gauge
1000,24,5,1,2,General,Bottoms,Skirts
903,36,5,1,12,General Petite,Tops,Fine gauge
1087,29,5,1,0,General,Dresses,Dresses
1016,50,4,1,1,General Petite,Bottoms,Skirts
1086,47,5,1,7,General Petite,Dresses,Dresses
295,33,4,1,1,Initmates,Intimate,Layering
1021,39,4,1,1,General,Bottoms,Skirts
903,39,5,1,0,General Petite,Tops,Fine gauge
903,33,5,1,0,General Petite,Tops,Fine gauge
1084,40,5,1,0,General Petite,Dresses,Dresses
895,46,5,1,0,General Petite,Tops,Fine gauge
973,58,1,0,6,General Petite,Jackets,Jackets
1086,30,5,1,1,General Petite,Dresses,Dresses
1016,29,5,1,3,General Petite,Bottoms,Skirts
1021,25,4,1,0,General,Bottoms,Skirts
903,66,5,1,0,General Petite,Tops,Fine gauge
895,53,5,1,0,General Petite,Tops,Fine gauge
1016,43,2,0,6,General Petite,Bottoms,Skirts
895,49,4,1,0,General Petite,Tops,Fine gauge
295,55,3,1,0,Initmates,Intimate,Layering
903,39,5,1,0,General Petite,Tops,Fine gauge
1080,28,2,0,0,General Petite,Dresses,Dresses
1084,53,5,1,1,General Petite,Dresses,Dresses
964,70,5,1,1,General,Jackets,Jackets
1003,38,4,1,0,General Petite,Bottoms,Skirts
1080,36,5,1,0,General Petite,Dresses,Dresses
831,38,1,0,1,General,Tops,Blouses
895,22,5,1,2,General Petite,Tops,Fine gauge
216,37,5,1,0,Initmates,Intimate,Lounge
964,42,5,1,1,General,Jackets,Jackets
1072,38,5,1,1,General Petite,Dresses,Dresses
1080,32,3,1,0,General Petite,Dresses,Dresses
1086,77,5,1,7,General Petite,Dresses,Dresses
295,51,1,0,3,Initmates,Intimate,Layering
895,38,5,1,12,General,Tops,Fine gauge
831,28,2,0,0,General,Tops,Blouses
1084,48,5,1,4,General Petite,Dresses,Dresses
1080,59,5,1,6,General Petite,Dresses,Dresses
831,44,5,1,6,General,Tops,Blouses
1072,64,4,1,6,General Petite,Dresses,Dresses
831,71,5,1,1,General,Tops,Blouses
1003,28,5,1,0,General Petite,Bottoms,Skirts
895,42,5,1,3,General Petite,Tops,Fine gauge
903,31,3,0,0,General Petite,Tops,Fine gauge
895,35,4,1,0,General Petite,Tops,Fine gauge
831,37,5,1,2,General,Tops,Blouses
295,35,2,1,0,Initmates,Intimate,Layering
170,62,4,1,2,Initmates,Intimate,Sleep
170,44,4,1,0,Initmates,Intimate,Sleep
907,30,4,1,0,General,Tops,Fine gauge
854,29,3,0,1,General,Tops,Knits
862,48,5,1,0,General Petite,Tops,Knits
150,34,2,0,0,Initmates,Intimate,Sleep
907,46,2,0,0,General,Tops,Fine gauge
1184,44,4,1,0,General Petite,Tops,Knits
170,55,1,0,20,Initmates,Intimate,Sleep
1184,37,5,1,0,General Petite,Tops,Knits
862,42,5,1,0,General Petite,Tops,Knits
907,41,5,1,0,General,Tops,Fine gauge
170,61,4,1,10,Initmates,Intimate,Sleep
170,49,4,1,3,Initmates,Intimate,Sleep
854,36,5,1,0,General,Tops,Knits
150,38,5,1,0,Initmates,Intimate,Sleep
862,51,4,1,0,General Petite,Tops,Knits
862,41,4,1,0,General Petite,Tops,Knits
862,31,3,1,0,General Petite,Tops,Knits
150,31,5,1,0,Initmates,Intimate,Sleep
907,59,5,1,2,General,Tops,Fine gauge
862,61,4,1,0,General Petite,Tops,Knits
862,50,4,1,0,General Petite,Tops,Knits
150,56,3,1,0,Initmates,Intimate,Sleep
150,59,5,1,3,Initmates,Intimate,Sleep
1020,35,5,1,4,General,Bottoms,Skirts
877,33,5,1,0,General,Tops,Knits
1095,45,5,1,0,General,Dresses,Dresses
1020,50,5,1,0,General,Bottoms,Skirts
1033,40,4,1,0,General,Bottoms,Jeans
903,65,5,1,1,General Petite,Tops,Fine gauge
1095,42,5,1,0,General,Dresses,Dresses
1095,56,3,1,3,General,Dresses,Dresses
903,53,5,1,3,General Petite,Tops,Fine gauge
1020,33,5,1,0,General,Bottoms,Skirts
1020,33,5,1,1,General,Bottoms,Skirts
1095,58,3,1,0,General,Dresses,Dresses
1095,46,5,1,0,General,Dresses,Dresses
1095,28,5,1,1,General,Dresses,Dresses
1095,52,5,1,2,General,Dresses,Dresses
1095,39,4,1,30,General,Dresses,Dresses
1033,39,4,1,2,General,Bottoms,Jeans
1095,26,5,1,1,General,Dresses,Dresses
1025,37,4,1,0,General Petite,Bottoms,Jeans
903,46,5,1,1,General Petite,Tops,Fine gauge
877,33,3,1,1,General,Tops,Knits
1020,43,5,1,0,General,Bottoms,Skirts
903,35,4,1,0,General Petite,Tops,Fine gauge
1095,40,4,1,2,General,Dresses,Dresses
1033,29,4,1,7,General,Bottoms,Jeans
1033,43,4,1,4,General,Bottoms,Jeans
903,43,5,1,0,General Petite,Tops,Fine gauge
1020,31,5,1,0,General,Bottoms,Skirts
1020,23,2,0,0,General,Bottoms,Skirts
1095,32,5,1,9,General,Dresses,Dresses
903,39,5,1,0,General Petite,Tops,Fine gauge
1033,43,4,1,0,General,Bottoms,Jeans
903,36,1,0,0,General Petite,Tops,Fine gauge
1020,40,5,1,0,General,Bottoms,Skirts
1033,35,2,0,0,General,Bottoms,Jeans
903,35,3,1,0,General Petite,Tops,Fine gauge
1095,60,5,1,1,General,Dresses,Dresses
903,49,5,1,1,General Petite,Tops,Fine gauge
1033,47,3,0,3,General,Bottoms,Jeans
1020,45,5,1,0,General,Bottoms,Skirts
877,65,4,1,1,General,Tops,Knits
1020,46,4,1,0,General,Bottoms,Skirts
1020,47,5,1,18,General,Bottoms,Skirts
1095,35,5,1,0,General,Dresses,Dresses
1091,28,3,1,5,General Petite,Dresses,Dresses
1036,79,5,1,0,General,Bottoms,Jeans
1095,38,5,1,1,General,Dresses,Dresses
1020,53,4,1,1,General,Bottoms,Skirts
1095,33,5,0,0,General,Dresses,Dresses
1020,57,4,1,10,General,Bottoms,Skirts
903,54,2,0,0,General Petite,Tops,Fine gauge
1095,51,4,1,6,General,Dresses,Dresses
1095,39,5,1,1,General,Dresses,Dresses
1020,51,5,1,1,General,Bottoms,Skirts
1033,40,5,1,0,General,Bottoms,Jeans
903,35,2,0,0,General Petite,Tops,Fine gauge
1091,58,5,1,0,General Petite,Dresses,Dresses
1095,45,5,1,0,General,Dresses,Dresses
1030,37,5,1,1,General,Bottoms,Jeans
1095,94,4,1,0,General,Dresses,Dresses
1020,66,5,1,2,General,Bottoms,Skirts
1020,48,5,1,0,General,Bottoms,Skirts
1033,36,3,0,0,General,Bottoms,Jeans
1095,64,5,1,16,General,Dresses,Dresses
903,32,5,1,1,General Petite,Tops,Fine gauge
1020,41,5,1,6,General,Bottoms,Skirts
1033,60,5,1,1,General,Bottoms,Jeans
903,40,4,1,0,General Petite,Tops,Fine gauge
1020,31,5,1,0,General,Bottoms,Skirts
1033,35,3,0,5,General,Bottoms,Jeans
1020,43,3,1,2,General,Bottoms,Skirts
1020,26,5,1,1,General,Bottoms,Skirts
1020,35,5,1,1,General,Bottoms,Skirts
1020,50,5,1,1,General,Bottoms,Skirts
1078,69,4,1,0,General Petite,Dresses,Dresses
336,55,5,1,5,Initmates,Intimate,Lounge
895,35,3,0,2,General Petite,Tops,Fine gauge
818,48,4,1,5,General,Tops,Blouses
1078,35,5,1,0,General Petite,Dresses,Dresses
124,41,4,1,0,Initmates,Intimate,Sleep
818,27,3,0,0,General,Tops,Blouses
895,31,4,1,0,General Petite,Tops,Fine gauge
828,28,5,1,0,General Petite,Tops,Blouses
1078,42,5,1,2,General Petite,Dresses,Dresses
124,61,5,1,3,Initmates,Intimate,Sleep
1078,46,5,1,0,General Petite,Dresses,Dresses
1078,58,2,0,0,General Petite,Dresses,Dresses
1078,52,4,1,0,General Petite,Dresses,Dresses
1078,46,4,1,0,General Petite,Dresses,Dresses
1078,33,4,1,21,General Petite,Dresses,Dresses
1078,42,5,1,0,General Petite,Dresses,Dresses
124,25,5,1,0,Initmates,Intimate,Sleep
336,35,5,1,0,Initmates,Intimate,Lounge
124,63,3,0,0,Initmates,Intimate,Sleep
1078,39,4,1,8,General Petite,Dresses,Dresses
864,53,5,1,0,General,Tops,Knits
1078,46,2,0,0,General Petite,Dresses,Dresses
124,43,5,1,1,Initmates,Intimate,Sleep
1078,43,4,1,0,General Petite,Dresses,Dresses
933,31,5,1,1,General,Tops,Sweaters
1078,56,4,1,0,General Petite,Dresses,Dresses
1078,74,2,0,0,General Petite,Dresses,Dresses
818,58,5,1,1,General,Tops,Blouses
1078,38,5,1,1,General Petite,Dresses,Dresses
828,42,5,1,5,General Petite,Tops,Blouses
1078,26,4,1,0,General,Dresses,Dresses
830,53,5,1,0,General,Tops,Blouses
336,68,5,1,11,Initmates,Intimate,Lounge
933,26,2,0,1,General,Tops,Sweaters
1078,36,5,1,0,General,Dresses,Dresses
1078,59,5,1,0,General,Dresses,Dresses
1078,43,4,1,0,General,Dresses,Dresses
818,38,3,0,4,General,Tops,Blouses
895,33,5,1,0,General Petite,Tops,Fine gauge
1078,62,5,1,0,General,Dresses,Dresses
828,46,1,0,4,General Petite,Tops,Blouses
895,39,2,0,0,General Petite,Tops,Fine gauge
1078,39,5,1,3,General,Dresses,Dresses
864,56,5,1,4,General Petite,Tops,Knits
1078,55,4,1,0,General,Dresses,Dresses
895,34,5,1,0,General Petite,Tops,Fine gauge
336,42,5,1,10,Initmates,Intimate,Lounge
1031,35,4,1,1,General,Bottoms,Jeans
828,44,5,1,0,General Petite,Tops,Blouses
836,68,4,1,0,General,Tops,Blouses
836,40,5,1,0,General,Tops,Blouses
1098,68,4,1,0,General,Dresses,Dresses
1098,53,5,1,1,General,Dresses,Dresses
863,33,5,1,1,General,Tops,Knits
975,69,5,1,0,General Petite,Jackets,Jackets
993,54,5,1,1,General Petite,Bottoms,Skirts
292,36,5,1,0,Initmates,Intimate,Swim
863,48,5,1,1,General,Tops,Knits
863,46,5,1,0,General,Tops,Knits
863,41,3,1,2,General,Tops,Knits
975,61,5,1,0,General Petite,Jackets,Jackets
907,37,4,1,0,General,Tops,Fine gauge
294,40,5,1,0,General Petite,Intimate,Lounge
1085,42,5,1,0,General,Dresses,Dresses
830,63,5,1,1,General,Tops,Blouses
294,41,3,1,3,General Petite,Intimate,Lounge
863,67,5,1,3,General,Tops,Knits
863,65,5,1,0,General,Tops,Knits
975,50,3,0,1,General Petite,Jackets,Jackets
975,56,5,1,3,General Petite,Jackets,Jackets
863,31,5,1,0,General,Tops,Knits
836,49,4,1,0,General,Tops,Blouses
1083,25,2,0,4,General,Dresses,Dresses
975,31,5,1,1,General Petite,Jackets,Jackets
975,36,5,1,0,General Petite,Jackets,Jackets
863,55,5,1,0,General Petite,Tops,Knits
975,46,4,1,0,General Petite,Jackets,Jackets
863,34,5,1,0,General Petite,Tops,Knits
907,61,5,1,0,General,Tops,Fine gauge
863,53,4,1,0,General Petite,Tops,Knits
830,57,5,1,3,General,Tops,Blouses
975,46,5,1,11,General Petite,Jackets,Jackets
863,40,5,1,0,General Petite,Tops,Knits
863,39,5,1,0,General Petite,Tops,Knits
552,25,1,0,21,General,Trend,Trend
975,57,5,1,19,General Petite,Jackets,Jackets
975,39,5,1,5,General Petite,Jackets,Jackets
294,39,5,1,2,General Petite,Intimate,Lounge
863,54,5,1,9,General Petite,Tops,Knits
975,31,2,0,1,General Petite,Jackets,Jackets
1085,41,1,0,0,General,Dresses,Dresses
836,25,5,1,0,General,Tops,Blouses
294,39,5,1,5,General Petite,Intimate,Lounge
863,30,5,1,3,General Petite,Tops,Knits
977,52,2,0,1,General Petite,Jackets,Jackets
975,45,5,1,1,General Petite,Jackets,Jackets
292,53,5,1,0,Initmates,Intimate,Swim
975,50,5,1,1,General Petite,Jackets,Jackets
899,29,4,1,3,General Petite,Tops,Fine gauge
977,54,3,0,2,General Petite,Jackets,Jackets
909,41,5,1,0,General,Tops,Fine gauge
863,60,4,1,1,General Petite,Tops,Knits
294,37,4,1,0,General Petite,Intimate,Lounge
907,59,5,1,0,General,Tops,Fine gauge
975,64,5,1,2,General Petite,Jackets,Jackets
1083,39,4,1,0,General,Dresses,Dresses
907,35,3,1,0,General,Tops,Fine gauge
1085,50,3,1,0,General,Dresses,Dresses
975,48,5,1,1,General Petite,Jackets,Jackets
552,53,3,0,1,General,Trend,Trend
552,29,5,1,1,General,Trend,Trend
975,41,5,1,4,General Petite,Jackets,Jackets
863,46,4,1,0,General Petite,Tops,Knits
863,70,5,1,1,General Petite,Tops,Knits
975,53,5,1,1,General Petite,Jackets,Jackets
863,68,5,1,0,General Petite,Tops,Knits
830,39,5,1,0,General,Tops,Blouses
552,50,5,1,1,General,Trend,Trend
863,30,5,1,0,General,Tops,Knits
909,57,1,0,17,General,Tops,Fine gauge
292,35,5,1,0,Initmates,Intimate,Swim
863,65,5,1,52,General,Tops,Knits
975,22,5,1,0,General Petite,Jackets,Jackets
836,41,3,1,0,General,Tops,Blouses
294,53,5,1,1,General Petite,Intimate,Lounge
830,54,5,1,0,General,Tops,Blouses
1100,49,5,1,0,General,Dresses,Dresses
1100,43,5,1,0,General,Dresses,Dresses
1100,23,5,1,1,General,Dresses,Dresses
1100,53,5,1,1,General,Dresses,Dresses
